dim,mode_id,support_level,dim_id,owner_docs,coverage_status
direction,anima-fast-lora,conditional,d-clothing,directions/clothing-accessory.md,covered-by-candidate
direction,anima-fast-lora,conditional,d-visual-feature,directions/pose-expression-features.md,covered-by-candidate
direction,anima-fast-lora,conditional,d-expression,directions/pose-expression-features.md,covered-by-candidate
direction,anima-fast-lora,conditional,d-pose-composition,directions/pose-expression-features.md,covered-by-candidate
direction,anima-fast-lora,conditional,d-lighting-color,directions/style-training.md,covered-by-candidate
direction,anima-fast-lora,conditional,d-scene-domain,directions/scene-domain-migration.md,covered-by-candidate
direction,anima-fast-lora,conditional,d-utility-correction,directions/utility-correction-lora.md,covered-by-candidate
direction,anima-fast-lora,conditional,d-multi-concept,directions/multi-concept-training.md,covered-by-candidate
direction,anima-fast-lora,conditional,d-slider,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,anima-fast-lora,conditional,d-erasure,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,anima-fast-lora,conditional,d-controlnet,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
direction,anima-fast-lora,conditional,d-textual-inversion,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
topic,anima-full-finetune,first-class,t-data-prep,model-families/anima-full-finetune-guide.md,covered-by-mode-doc
topic,anima-full-finetune,first-class,t-caption-tag-trigger,datasets/caption-tag-trigger-strategy.md;captions/wd14-tagging-guide.md;external-channels/joycaption-caption-review.md;external-channels/captioning-blip-lavis-review.md,covered-by-candidate
topic,anima-full-finetune,first-class,t-regularization,datasets/regularization-images.md,covered-by-candidate
topic,anima-full-finetune,first-class,t-resolution-bucket,parameters/resolution-bucket.md;external-channels/dataset-visual-qa-fiftyone.md,covered-by-candidate
topic,anima-full-finetune,first-class,t-exposure-budget,parameters/exposure-budget-steps.md;parameters/batch-vram.md,covered-by-candidate
topic,anima-full-finetune,first-class,t-learning-rate,parameters/learning-rate.md,covered-by-formal
topic,anima-full-finetune,first-class,t-optimizer-scheduler,parameters/optimizer-scheduler-guide.md;parameters/learning-rate.md;external-channels/sd-scripts-config-reading.md;external-channels/bitsandbytes-optimizer-context.md,covered-by-candidate
topic,anima-full-finetune,first-class,t-rank-alpha,external-channels/sd-scripts-config-reading.md;parameters/dim-alpha.md;external-channels/diffusers-lora-translation.md;external-channels/peft-adapter-taxonomy.md,covered-by-candidate
topic,anima-full-finetune,first-class,t-cache-precision,parameters/cache-precision-guide.md;parameters/batch-vram.md;external-channels/bitsandbytes-optimizer-context.md;external-channels/attention-memory-runtime.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,anima-full-finetune,first-class,t-preview-evaluation,training/preview-sampling-evaluation.md;training/curve-reading-guide.md;external-channels/alternative-tooling-evidence.md;external-channels/onetrainer-comparison.md;external-channels/concept-sliders-research-channel.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,anima-full-finetune,first-class,t-checkpoint-selection,training/checkpoint-selection.md;training/curve-reading-guide.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,anima-full-finetune,first-class,t-troubleshooting,errors/oom-performance-playbook.md;errors/common-errors.md;external-channels/attention-memory-runtime.md;external-channels/dataset-visual-qa-fiftyone.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,anima-full-finetune,first-class,t-repro-publishing,training/repro-publishing-workflow.md;external-channels/diffusers-lora-translation.md;external-channels/alternative-tooling-evidence.md;external-channels/safetensors-checkpoint-metadata.md;external-channels/kohya-gui-comparison.md;external-channels/examples-config-translation.md;external-channels/dataset-ingestion-provenance.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,anima-full-finetune,first-class,t-evidence-rules,parameters/parameter-evidence-rules.md,covered-by-formal
topic,anima-full-finetune,first-class,t-external-model-reading,workflows/civitai-model-to-lora.md,covered-by-formal
topic,anima-full-finetune,first-class,t-update-channel,errors/managed-channel-updates.md,covered-by-formal
direction,anima-full-finetune,first-class,d-character,model-families/anima-character-case-v1.md,covered-by-candidate
direction,anima-full-finetune,first-class,d-style,directions/style-training.md,covered-by-candidate
direction,anima-full-finetune,first-class,d-subject-concept,directions/character-identity.md,covered-by-candidate
direction,anima-full-finetune,first-class,d-object-product,directions/object-product-concept.md,covered-by-candidate
direction,anima-full-finetune,first-class,d-clothing,directions/clothing-accessory.md,covered-by-candidate
direction,anima-full-finetune,first-class,d-visual-feature,directions/pose-expression-features.md,covered-by-candidate
direction,anima-full-finetune,first-class,d-expression,directions/pose-expression-features.md,covered-by-candidate
direction,anima-full-finetune,first-class,d-pose-composition,directions/pose-expression-features.md,covered-by-candidate
direction,anima-full-finetune,first-class,d-lighting-color,directions/style-training.md,covered-by-candidate
direction,anima-full-finetune,first-class,d-scene-domain,directions/scene-domain-migration.md,covered-by-candidate
direction,anima-full-finetune,first-class,d-utility-correction,directions/utility-correction-lora.md,covered-by-candidate
direction,anima-full-finetune,first-class,d-multi-concept,directions/multi-concept-training.md,covered-by-candidate
direction,anima-full-finetune,first-class,d-slider,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,anima-full-finetune,first-class,d-erasure,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,anima-full-finetune,first-class,d-controlnet,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
direction,anima-full-finetune,first-class,d-textual-inversion,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
topic,sd15-lora,first-class,t-data-prep,model-families/sd15-lora-workflow-guide.md,covered-by-mode-doc
topic,sd15-lora,first-class,t-caption-tag-trigger,datasets/caption-tag-trigger-strategy.md;captions/wd14-tagging-guide.md;external-channels/joycaption-caption-review.md;external-channels/captioning-blip-lavis-review.md,covered-by-candidate
topic,sd15-lora,first-class,t-regularization,datasets/regularization-images.md,covered-by-candidate
topic,sd15-lora,first-class,t-resolution-bucket,parameters/resolution-bucket.md;external-channels/dataset-visual-qa-fiftyone.md,covered-by-candidate
topic,sd15-lora,first-class,t-exposure-budget,model-families/sd15-lora-parameter-baseline.md,covered-by-mode-doc
topic,sd15-lora,first-class,t-learning-rate,model-families/sd15-lora-parameter-baseline.md,covered-by-mode-doc
topic,sd15-lora,first-class,t-optimizer-scheduler,parameters/optimizer-scheduler-guide.md;parameters/learning-rate.md;external-channels/sd-scripts-config-reading.md;external-channels/bitsandbytes-optimizer-context.md,covered-by-candidate
topic,sd15-lora,first-class,t-rank-alpha,model-families/sd15-lora-parameter-baseline.md,covered-by-mode-doc
topic,sd15-lora,first-class,t-cache-precision,parameters/cache-precision-guide.md;parameters/batch-vram.md;external-channels/bitsandbytes-optimizer-context.md;external-channels/attention-memory-runtime.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sd15-lora,first-class,t-preview-evaluation,training/preview-sampling-evaluation.md;training/curve-reading-guide.md;external-channels/alternative-tooling-evidence.md;external-channels/onetrainer-comparison.md;external-channels/concept-sliders-research-channel.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,sd15-lora,first-class,t-checkpoint-selection,training/checkpoint-selection.md;training/curve-reading-guide.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,sd15-lora,first-class,t-troubleshooting,errors/oom-performance-playbook.md;errors/common-errors.md;external-channels/attention-memory-runtime.md;external-channels/dataset-visual-qa-fiftyone.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sd15-lora,first-class,t-repro-publishing,training/repro-publishing-workflow.md;external-channels/diffusers-lora-translation.md;external-channels/alternative-tooling-evidence.md;external-channels/safetensors-checkpoint-metadata.md;external-channels/kohya-gui-comparison.md;external-channels/examples-config-translation.md;external-channels/dataset-ingestion-provenance.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sd15-lora,first-class,t-evidence-rules,parameters/parameter-evidence-rules.md,covered-by-formal
topic,sd15-lora,first-class,t-external-model-reading,workflows/civitai-model-to-lora.md,covered-by-formal
topic,sd15-lora,first-class,t-update-channel,errors/managed-channel-updates.md,covered-by-formal
direction,sd15-lora,first-class,d-character,model-families/anima-character-case-v1.md,covered-by-candidate
direction,sd15-lora,first-class,d-style,directions/style-training.md,covered-by-candidate
direction,sd15-lora,first-class,d-subject-concept,directions/character-identity.md,covered-by-candidate
direction,sd15-lora,first-class,d-object-product,directions/object-product-concept.md,covered-by-candidate
direction,sd15-lora,first-class,d-clothing,directions/clothing-accessory.md,covered-by-candidate
direction,sd15-lora,first-class,d-visual-feature,directions/pose-expression-features.md,covered-by-candidate
direction,sd15-lora,first-class,d-expression,directions/pose-expression-features.md,covered-by-candidate
direction,sd15-lora,first-class,d-pose-composition,directions/pose-expression-features.md,covered-by-candidate
direction,sd15-lora,first-class,d-lighting-color,directions/style-training.md,covered-by-candidate
direction,sd15-lora,first-class,d-scene-domain,directions/scene-domain-migration.md,covered-by-candidate
direction,sd15-lora,first-class,d-utility-correction,directions/utility-correction-lora.md,covered-by-candidate
direction,sd15-lora,first-class,d-multi-concept,directions/multi-concept-training.md,covered-by-candidate
direction,sd15-lora,first-class,d-slider,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,sd15-lora,first-class,d-erasure,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,sd15-lora,first-class,d-controlnet,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
direction,sd15-lora,first-class,d-textual-inversion,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
topic,sd2-lora,conditional,t-data-prep,datasets/preparation-checklist.md;external-channels/onetrainer-comparison.md;external-channels/joycaption-caption-review.md;external-channels/kohya-gui-comparison.md;external-channels/captioning-blip-lavis-review.md;external-channels/dataset-ingestion-provenance.md;external-channels/dataset-visual-qa-fiftyone.md;external-channels/dataset-curation-datacomp.md;external-channels/instruction-editing-objective-boundary.md,covered-by-candidate
topic,sd2-lora,conditional,t-caption-tag-trigger,datasets/caption-tag-trigger-strategy.md;captions/wd14-tagging-guide.md;external-channels/joycaption-caption-review.md;external-channels/captioning-blip-lavis-review.md,covered-by-candidate
topic,sd2-lora,conditional,t-regularization,datasets/regularization-images.md,covered-by-candidate
topic,sd2-lora,conditional,t-resolution-bucket,parameters/resolution-bucket.md;external-channels/dataset-visual-qa-fiftyone.md,covered-by-candidate
topic,sd2-lora,conditional,t-exposure-budget,parameters/exposure-budget-steps.md;parameters/batch-vram.md,covered-by-candidate
topic,sd2-lora,conditional,t-learning-rate,parameters/learning-rate.md,covered-by-formal
topic,sd2-lora,conditional,t-optimizer-scheduler,parameters/optimizer-scheduler-guide.md;parameters/learning-rate.md;external-channels/sd-scripts-config-reading.md;external-channels/bitsandbytes-optimizer-context.md,covered-by-candidate
topic,sd2-lora,conditional,t-rank-alpha,external-channels/lycoris-upstream-boundaries.md,covered-by-mode-doc
topic,sd2-lora,conditional,t-cache-precision,parameters/cache-precision-guide.md;parameters/batch-vram.md;external-channels/bitsandbytes-optimizer-context.md;external-channels/attention-memory-runtime.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sd2-lora,conditional,t-preview-evaluation,training/preview-sampling-evaluation.md;training/curve-reading-guide.md;external-channels/alternative-tooling-evidence.md;external-channels/onetrainer-comparison.md;external-channels/concept-sliders-research-channel.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,sd2-lora,conditional,t-checkpoint-selection,training/checkpoint-selection.md;training/curve-reading-guide.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,sd2-lora,conditional,t-troubleshooting,errors/oom-performance-playbook.md;errors/common-errors.md;external-channels/attention-memory-runtime.md;external-channels/dataset-visual-qa-fiftyone.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sd2-lora,conditional,t-repro-publishing,training/repro-publishing-workflow.md;external-channels/diffusers-lora-translation.md;external-channels/alternative-tooling-evidence.md;external-channels/safetensors-checkpoint-metadata.md;external-channels/kohya-gui-comparison.md;external-channels/examples-config-translation.md;external-channels/dataset-ingestion-provenance.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sd2-lora,conditional,t-evidence-rules,parameters/parameter-evidence-rules.md,covered-by-formal
topic,sd2-lora,conditional,t-external-model-reading,workflows/civitai-model-to-lora.md,covered-by-formal
topic,sd2-lora,conditional,t-update-channel,errors/managed-channel-updates.md,covered-by-formal
direction,sd2-lora,conditional,d-character,model-families/anima-character-case-v1.md,covered-by-candidate
direction,sd2-lora,conditional,d-style,directions/style-training.md,covered-by-candidate
direction,sd2-lora,conditional,d-subject-concept,directions/character-identity.md,covered-by-candidate
direction,sd2-lora,conditional,d-object-product,directions/object-product-concept.md,covered-by-candidate
direction,sd2-lora,conditional,d-clothing,directions/clothing-accessory.md,covered-by-candidate
direction,sd2-lora,conditional,d-visual-feature,directions/pose-expression-features.md,covered-by-candidate
direction,sd2-lora,conditional,d-expression,directions/pose-expression-features.md,covered-by-candidate
direction,sd2-lora,conditional,d-pose-composition,directions/pose-expression-features.md,covered-by-candidate
direction,sd2-lora,conditional,d-lighting-color,directions/style-training.md,covered-by-candidate
direction,sd2-lora,conditional,d-scene-domain,directions/scene-domain-migration.md,covered-by-candidate
direction,sd2-lora,conditional,d-utility-correction,directions/utility-correction-lora.md,covered-by-candidate
direction,sd2-lora,conditional,d-multi-concept,directions/multi-concept-training.md,covered-by-candidate
direction,sd2-lora,conditional,d-slider,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,sd2-lora,conditional,d-erasure,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,sd2-lora,conditional,d-controlnet,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
direction,sd2-lora,conditional,d-textual-inversion,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
topic,sdxl-lora,first-class,t-data-prep,model-families/sdxl-lora-workflow-guide.md,covered-by-mode-doc
topic,sdxl-lora,first-class,t-caption-tag-trigger,datasets/caption-tag-trigger-strategy.md;captions/wd14-tagging-guide.md;external-channels/joycaption-caption-review.md;external-channels/captioning-blip-lavis-review.md,covered-by-candidate
topic,sdxl-lora,first-class,t-regularization,datasets/regularization-images.md,covered-by-candidate
topic,sdxl-lora,first-class,t-resolution-bucket,parameters/resolution-bucket.md;external-channels/dataset-visual-qa-fiftyone.md,covered-by-candidate
topic,sdxl-lora,first-class,t-exposure-budget,model-families/sdxl-lora-parameter-baseline.md,covered-by-mode-doc
topic,sdxl-lora,first-class,t-learning-rate,model-families/sdxl-lora-parameter-baseline.md,covered-by-mode-doc
topic,sdxl-lora,first-class,t-optimizer-scheduler,parameters/optimizer-scheduler-guide.md;parameters/learning-rate.md;external-channels/sd-scripts-config-reading.md;external-channels/bitsandbytes-optimizer-context.md,covered-by-candidate
topic,sdxl-lora,first-class,t-rank-alpha,model-families/sdxl-lora-parameter-baseline.md,covered-by-mode-doc
topic,sdxl-lora,first-class,t-cache-precision,parameters/cache-precision-guide.md;parameters/batch-vram.md;external-channels/bitsandbytes-optimizer-context.md;external-channels/attention-memory-runtime.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sdxl-lora,first-class,t-preview-evaluation,training/preview-sampling-evaluation.md;training/curve-reading-guide.md;external-channels/alternative-tooling-evidence.md;external-channels/onetrainer-comparison.md;external-channels/concept-sliders-research-channel.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,sdxl-lora,first-class,t-checkpoint-selection,training/checkpoint-selection.md;training/curve-reading-guide.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,sdxl-lora,first-class,t-troubleshooting,errors/oom-performance-playbook.md;errors/common-errors.md;external-channels/attention-memory-runtime.md;external-channels/dataset-visual-qa-fiftyone.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sdxl-lora,first-class,t-repro-publishing,training/repro-publishing-workflow.md;external-channels/diffusers-lora-translation.md;external-channels/alternative-tooling-evidence.md;external-channels/safetensors-checkpoint-metadata.md;external-channels/kohya-gui-comparison.md;external-channels/examples-config-translation.md;external-channels/dataset-ingestion-provenance.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sdxl-lora,first-class,t-evidence-rules,parameters/parameter-evidence-rules.md,covered-by-formal
topic,sdxl-lora,first-class,t-external-model-reading,workflows/civitai-model-to-lora.md,covered-by-formal
topic,sdxl-lora,first-class,t-update-channel,errors/managed-channel-updates.md,covered-by-formal
direction,sdxl-lora,first-class,d-character,model-families/anima-character-case-v1.md,covered-by-candidate
direction,sdxl-lora,first-class,d-style,directions/style-training.md,covered-by-candidate
direction,sdxl-lora,first-class,d-subject-concept,directions/character-identity.md,covered-by-candidate
direction,sdxl-lora,first-class,d-object-product,directions/object-product-concept.md,covered-by-candidate
direction,sdxl-lora,first-class,d-clothing,directions/clothing-accessory.md,covered-by-candidate
direction,sdxl-lora,first-class,d-visual-feature,directions/pose-expression-features.md,covered-by-candidate
direction,sdxl-lora,first-class,d-expression,directions/pose-expression-features.md,covered-by-candidate
direction,sdxl-lora,first-class,d-pose-composition,directions/pose-expression-features.md,covered-by-candidate
direction,sdxl-lora,first-class,d-lighting-color,directions/style-training.md,covered-by-candidate
direction,sdxl-lora,first-class,d-scene-domain,directions/scene-domain-migration.md,covered-by-candidate
direction,sdxl-lora,first-class,d-utility-correction,directions/utility-correction-lora.md,covered-by-candidate
direction,sdxl-lora,first-class,d-multi-concept,directions/multi-concept-training.md,covered-by-candidate
direction,sdxl-lora,first-class,d-slider,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,sdxl-lora,first-class,d-erasure,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,sdxl-lora,first-class,d-controlnet,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
direction,sdxl-lora,first-class,d-textual-inversion,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
topic,sd15-dreambooth,first-class,t-data-prep,model-families/sd-dreambooth-finetune-guide.md,covered-by-mode-doc
topic,sd15-dreambooth,first-class,t-caption-tag-trigger,datasets/caption-tag-trigger-strategy.md;captions/wd14-tagging-guide.md;external-channels/joycaption-caption-review.md;external-channels/captioning-blip-lavis-review.md,covered-by-candidate
topic,sd15-dreambooth,first-class,t-regularization,model-families/sd-dreambooth-finetune-guide.md,covered-by-mode-doc
topic,sd15-dreambooth,first-class,t-resolution-bucket,parameters/resolution-bucket.md;external-channels/dataset-visual-qa-fiftyone.md,covered-by-candidate
topic,sd15-dreambooth,first-class,t-exposure-budget,parameters/exposure-budget-steps.md;parameters/batch-vram.md,covered-by-candidate
topic,sd15-dreambooth,first-class,t-learning-rate,parameters/learning-rate.md,covered-by-formal
topic,sd15-dreambooth,first-class,t-optimizer-scheduler,parameters/optimizer-scheduler-guide.md;parameters/learning-rate.md;external-channels/sd-scripts-config-reading.md;external-channels/bitsandbytes-optimizer-context.md,covered-by-candidate
topic,sd15-dreambooth,first-class,t-rank-alpha,external-channels/sd-scripts-config-reading.md;parameters/dim-alpha.md;external-channels/diffusers-lora-translation.md;external-channels/peft-adapter-taxonomy.md,covered-by-candidate
topic,sd15-dreambooth,first-class,t-cache-precision,parameters/cache-precision-guide.md;parameters/batch-vram.md;external-channels/bitsandbytes-optimizer-context.md;external-channels/attention-memory-runtime.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sd15-dreambooth,first-class,t-preview-evaluation,training/preview-sampling-evaluation.md;training/curve-reading-guide.md;external-channels/alternative-tooling-evidence.md;external-channels/onetrainer-comparison.md;external-channels/concept-sliders-research-channel.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,sd15-dreambooth,first-class,t-checkpoint-selection,training/checkpoint-selection.md;training/curve-reading-guide.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,sd15-dreambooth,first-class,t-troubleshooting,errors/oom-performance-playbook.md;errors/common-errors.md;external-channels/attention-memory-runtime.md;external-channels/dataset-visual-qa-fiftyone.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sd15-dreambooth,first-class,t-repro-publishing,training/repro-publishing-workflow.md;external-channels/diffusers-lora-translation.md;external-channels/alternative-tooling-evidence.md;external-channels/safetensors-checkpoint-metadata.md;external-channels/kohya-gui-comparison.md;external-channels/examples-config-translation.md;external-channels/dataset-ingestion-provenance.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sd15-dreambooth,first-class,t-evidence-rules,parameters/parameter-evidence-rules.md,covered-by-formal
